,NAME,Address1,Address2,PHONE,street address,city,zipcode
165,New Hope Bible Church,"1137 N Leavitt StChicago, IL 60622","1137+N+Leavitt+StChicago,+IL+60622",(312) 394-2860,1137 N Leavitt St,Chicago,60622
166,St James Lutheran,"2101 N Fremont StChicago, IL 60614","2101+N+Fremont+StChicago,+IL+60614",(773) 525-4990,2101 N Fremont St,Chicago,60614
167,Greater Bethlehem Baptist Church,"2400 W Warren BlvdChicago, IL 60612","2400+W+Warren+BlvdChicago,+IL+60612",(312) 733-6832,2400 W Warren Blvd,Chicago,60612
168,Citypoint Loft,"110 E 23rd StChicago, IL 60616","110+E+23rd+StChicago,+IL+60616",(312) 344-3766,110 E 23rd St,Chicago,60616
169,Gospel Temple Missionary Baptist Church,"1958 W Washington BlvdChicago, IL 60612","1958+W+Washington+BlvdChicago,+IL+60612",(312) 421-3520,1958 W Washington Blvd,Chicago,60612
170,14 Parish,"2333 S Michigan AveChicago, IL 60616","2333+S+Michigan+AveChicago,+IL+60616",(312) 291-8379,2333 S Michigan Ave,Chicago,60616
171,Quinn Chapel Ame,"2401 S Wabash AveChicago, IL 60616","2401+S+Wabash+AveChicago,+IL+60616",(312) 791-1846,2401 S Wabash Ave,Chicago,60616
172,New Zion Missionary Baptist Church,"1950 W 13th StChicago, IL 60608","1950+W+13th+StChicago,+IL+60608",(312) 465-2964,1950 W 13th St,Chicago,60608
173,St Leonard's Ministries,"2100 W Warren BlvdChicago, IL 60612","2100+W+Warren+BlvdChicago,+IL+60612",(312) 738-1414,2100 W Warren Blvd,Chicago,60612
174,St. Andrew's Episcopal Church,"48 N Hoyne AveChicago, IL 60612","48+N+Hoyne+AveChicago,+IL+60612",(312) 226-7205,48 N Hoyne Ave,Chicago,60612
175,Shrine Of St Jude Thaddeus,"1909 S Ashland AveChicago, IL 60608","1909+S+Ashland+AveChicago,+IL+60608",(312) 226-0020,1909 S Ashland Ave,Chicago,60608
176,St Paul Church of God In Christ,"1028 N Ashland AveChicago, IL 60622","1028+N+Ashland+AveChicago,+IL+60622",(773) 373-9311,1028 N Ashland Ave,Chicago,60622
177,Dominican Fathers Ch,"1909 S Ashland AveChicago, IL 60608","1909+S+Ashland+AveChicago,+IL+60608",(312) 226-0074,1909 S Ashland Ave,Chicago,60608
178,St Pius V School,"1919 S Ashland AveChicago, IL 60608","1919+S+Ashland+AveChicago,+IL+60608",(312) 226-1590,1919 S Ashland Ave,Chicago,60608
179,Dominican Province Of Saint Albert The Great Catholic Church,"1910 S Ashland AveChicago, IL 60608","1910+S+Ashland+AveChicago,+IL+60608",(312) 243-0011,1910 S Ashland Ave,Chicago,60608
180,Holy Trinity High School,"1443 W Division StChicago, IL 60642","1443+W+Division+StChicago,+IL+60642",(773) 278-4212,1443 W Division St,Chicago,60642
181,Park Community Church,"108 W Germania PlChicago, IL 60610","108+W+Germania+PlChicago,+IL+60610",(312) 361-0500,108 W Germania Pl,Chicago,60610
182,Kingsword International Church,"2140 W Van Buren St Apt 1Chicago, IL 60612","2140+W+Van+Buren+St+Apt+1Chicago,+IL+60612",(312) 432-0120,2140 W Van Buren St Apt 1,Chicago,60612
183,Empower Chicago,"1501 N Kingsbury StChicago, IL 60642","1501+N+Kingsbury+StChicago,+IL+60642",(312) 204-7230,1501 N Kingsbury St,Chicago,60642
184,St. George Orthodox Cathedral,"917 N Wood StChicago, IL 60622","917+N+Wood+StChicago,+IL+60622",(312) 666-5179,917 N Wood St,Chicago,60622
185,Metropolitan Missionary,"2151 W Washington BlvdChicago, IL 60612","2151+W+Washington+BlvdChicago,+IL+60612",(312) 738-0053,2151 W Washington Blvd,Chicago,60612
186,St Stansislaus Ccd,"1255 N Noble StChicago, IL 60642","1255+N+Noble+StChicago,+IL+60642",(312) 486-7940,1255 N Noble St,Chicago,60642
187,Lutheran Social Srvs,"1340 S Damen AveChicago, IL 60608","1340+S+Damen+AveChicago,+IL+60608",(312) 243-0104,1340 S Damen Ave,Chicago,60608
188,St. Stanislaus Kostka Church,"1351 W Evergreen AveChicago, IL 60642","1351+W+Evergreen+AveChicago,+IL+60642",(773) 278-2470,1351 W Evergreen Ave,Chicago,60642
189,Saint Michaels Church,"1633 N Cleveland AveChicago, IL 60614","1633+N+Cleveland+AveChicago,+IL+60614",(312) 642-2498,1633 N Cleveland Ave,Chicago,60614
190,Redemptorist Apostolic Community,"1633 N Cleveland AveChicago, IL 60614","1633+N+Cleveland+AveChicago,+IL+60614",(312) 642-1443,1633 N Cleveland Ave,Chicago,60614
191,Skyscraper Ministries,"520 W 26th StChicago, IL 60616","520+W+26th+StChicago,+IL+60616",(312) 846-1073,520 W 26th St,Chicago,60616
192,Church of Jesus Christ of Latter-Day Saints,"939 W North AveChicago, IL 60642","939+W+North+AveChicago,+IL+60642",(312) 274-2476,939 W North Ave,Chicago,60642
193,St Malachy's Church,"2248 W Washington BlvdChicago, IL 60612","2248+W+Washington+BlvdChicago,+IL+60612",(312) 733-1068,2248 W Washington Blvd,Chicago,60612
194,Abundant Life Center For Wellness & Healing,"48 E 26th StChicago, IL 60616","48+E+26th+StChicago,+IL+60616",(312) 929-3167,48 E 26th St,Chicago,60616
195,Emanuel Tabernacle M B Church,"216 S Oakley BlvdChicago, IL 60612","216+S+Oakley+BlvdChicago,+IL+60612",(312) 733-8432,216 S Oakley Blvd,Chicago,60612
196,One Way Apostolic Church Of God,"2600 S Michigan AveChicago, IL 60616","2600+S+Michigan+AveChicago,+IL+60616",(312) 842-8100,2600 S Michigan Ave,Chicago,60616
197,Trinity Episcopal Church,"125 E 26th StChicago, IL 60616","125+E+26th+StChicago,+IL+60616",(312) 842-7545,125 E 26th St,Chicago,60616
198,Hope Well Baptist Church,"2308 W Harrison StChicago, IL 60612","2308+W+Harrison+StChicago,+IL+60612",(312) 942-2450,2308 W Harrison St,Chicago,60612
199,Iglesia Bautista Erie,"2201 W Erie StChicago, IL 60612","2201+W+Erie+StChicago,+IL+60612",(773) 266-1108,2201 W Erie St,Chicago,60612
200,Hermon Baptist Church,"1754 N Clark StChicago, IL 60614","1754+N+Clark+StChicago,+IL+60614",(312) 664-2416,1754 N Clark St,Chicago,60614
201,Midwest Buddhist Temple,"435 W Menomonee StChicago, IL 60614","435+W+Menomonee+StChicago,+IL+60614",(312) 943-7801,435 W Menomonee St,Chicago,60614
202,Church,"2015 W Augusta BlvdChicago, IL 60622","2015+W+Augusta+BlvdChicago,+IL+60622",(630) 740-4324,2015 W Augusta Blvd,Chicago,60622
203,St Stephen King of Hungary Ch,"2015 W Augusta BlvdChicago, IL 60622","2015+W+Augusta+BlvdChicago,+IL+60622",(773) 486-1896,2015 W Augusta Blvd,Chicago,60622
204,Christ Disciples Baptist Church,"837 S Western Ave Ste AChicago, IL 60612","837+S+Western+Ave+Ste+AChicago,+IL+60612",(312) 600-9945,837 S Western Ave Ste A,Chicago,60612
205,St Jerome's Church,"2823 S Princeton AveChicago, IL 60616","2823+S+Princeton+AveChicago,+IL+60616",(312) 842-1871,2823 S Princeton Ave,Chicago,60616
206,Saints Volodymyr and Olha Ukrainian Catholic Parish,"2245 W Superior StChicago, IL 60612","2245+W+Superior+StChicago,+IL+60612",(312) 829-5209,2245 W Superior St,Chicago,60612
207,Holy Trinity Church,"1211 S Western AveChicago, IL 60608","1211+S+Western+AveChicago,+IL+60608",(312) 243-0512,1211 S Western Ave,Chicago,60608
208,Salvation Army Community Center,"20 S Campbell AveChicago, IL 60612","20+S+Campbell+AveChicago,+IL+60612",(312) 733-4801,20 S Campbell Ave,Chicago,60612
209,Saint James Church,"2907 S Wabash AveChicago, IL 60616","2907+S+Wabash+AveChicago,+IL+60616",(312) 842-1919,2907 S Wabash Ave,Chicago,60616
210,St Nicholas Cathedral,"2238 W Rice StChicago, IL 60622","2238+W+Rice+StChicago,+IL+60622",(773) 276-4537,2238 W Rice St,Chicago,60622
211,St Nicholas Diocese,"2245 W Rice StChicago, IL 60622","2245+W+Rice+StChicago,+IL+60622",(773) 276-5080,2245 W Rice St,Chicago,60622
212,First Bethlehem Lutheran Church,"1649 W Le Moyne StChicago, IL 60622","1649+W+Le+Moyne+StChicago,+IL+60622",(773) 276-2338,1649 W Le Moyne St,Chicago,60622
213,St Paul Chicago,"604 N Western AveChicago, IL 60612","604+N+Western+AveChicago,+IL+60612",(773) 697-8089,604 N Western Ave,Chicago,60612
214,Holy Rosary Ch,"612 N Western AveChicago, IL 60612","612+N+Western+AveChicago,+IL+60612",(773) 278-4820,612 N Western Ave,Chicago,60612
215,Rectory 2,"2953 S Lowe AveChicago, IL 60616","2953+S+Lowe+AveChicago,+IL+60616",(312) 326-3882,2953 S Lowe Ave,Chicago,60616
216,Sisters of Saint Joseph,"2867 S Throop StChicago, IL 60608","2867+S+Throop+StChicago,+IL+60608",(312) 842-4556,2867 S Throop St,Chicago,60608
217,Saint Matthew Lutheran Church,"2108 W 21st StChicago, IL 60608","2108+W+21st+StChicago,+IL+60608",(773) 847-6458,2108 W 21st St,Chicago,60608
218,Panos Fiorentinos,"2422 W Ohio StChicago, IL 60612","2422+W+Ohio+StChicago,+IL+60612",(773) 486-9260,2422 W Ohio St,Chicago,60612
219,Mision Cristiana Church,"1905 W Schiller StChicago, IL 60622","1905+W+Schiller+StChicago,+IL+60622",(773) 252-1702,1905 W Schiller St,Chicago,60622
220,Special Religious Education Agency,"2930 S Dearborn StChicago, IL 60616","2930+S+Dearborn+StChicago,+IL+60616",(773) 842-1039,2930 S Dearborn St,Chicago,60616
221,St. Lucy Church,"3022 S Wells StChicago, IL 60616","3022+S+Wells+StChicago,+IL+60616",(312) 842-6115,3022 S Wells St,Chicago,60616
222,Lincoln United Methodist Church,"2242 S Damen AveChicago, IL 60608","2242+S+Damen+AveChicago,+IL+60608",(773) 847-7282,2242 S Damen Ave,Chicago,60608
223,El Buen Pastor,"2159 W Cullerton StChicago, IL 60608","2159+W+Cullerton+StChicago,+IL+60608",(773) 247-5667,2159 W Cullerton St,Chicago,60608
224,New Life Community Church,"3033 S Normal AveChicago, IL 60616","3033+S+Normal+AveChicago,+IL+60616",(312) 842-1470,3033 S Normal Ave,Chicago,60616
225,Holy Trinity Orthodox Cathedral,"1121 N Leavitt StChicago, IL 60622","1121+N+Leavitt+StChicago,+IL+60622",(773) 486-6064,1121 N Leavitt St,Chicago,60622
226,Pentecostal Church of God,"1347 N Damen AveChicago, IL 60622","1347+N+Damen+AveChicago,+IL+60622",(773) 384-3855,1347 N Damen Ave,Chicago,60622
227,St Helen's Church,"2315 W Augusta BlvdChicago, IL 60622","2315+W+Augusta+BlvdChicago,+IL+60622",(773) 235-3575,2315 W Augusta Blvd,Chicago,60622
228,Hoffman John,"1930 N Kenmore AveChicago, IL 60614","1930+N+Kenmore+AveChicago,+IL+60614",(773) 929-1749,1930 N Kenmore Ave,Chicago,60614
229,St. Volodymyr Cathedral,"2250 W Cortez StChicago, IL 60622","2250+W+Cortez+StChicago,+IL+60622",(773) 278-2827,2250 W Cortez St,Chicago,60622
230,Peoples Missionary Baptist Church,"2127 W Crystal StChicago, IL 60622","2127+W+Crystal+StChicago,+IL+60622",(773) 486-0620,2127 W Crystal St,Chicago,60622
231,Original New Morning Star M B,"2124 W Crystal StChicago, IL 60622","2124+W+Crystal+StChicago,+IL+60622",(773) 278-2034,2124 W Crystal St,Chicago,60622
232,Legion Of Mary,"2327 W Augusta BlvdChicago, IL 60622","2327+W+Augusta+BlvdChicago,+IL+60622",(773) 235-9327,2327 W Augusta Blvd,Chicago,60622
233,Mount Ridge Missionary Baptist Church,"2658 W Jackson BlvdChicago, IL 60612","2658+W+Jackson+BlvdChicago,+IL+60612",(773) 722-8440,2658 W Jackson Blvd,Chicago,60612
234,Jesuit Patna Mission,"2059 N Sedgwick StChicago, IL 60614","2059+N+Sedgwick+StChicago,+IL+60614",(773) 975-8181,2059 N Sedgwick St,Chicago,60614
235,Victory Outreach Church,"712 W 31st StChicago, IL 60616","712+W+31st+StChicago,+IL+60616",(312) 496-3020,712 W 31st St,Chicago,60616
236,Lincoln Park Calvary,"999 W Armitage AveChicago, IL 60614","999+W+Armitage+AveChicago,+IL+60614",(773) 459-6598,999 W Armitage Ave,Chicago,60614
237,St Paul Catholic Church,"2127 W 22nd PlChicago, IL 60608","2127+W+22nd+PlChicago,+IL+60608",(773) 847-6100,2127 W 22nd Pl,Chicago,60608
238,Love & Faith Missionary Baptist Church,"512 S Washtenaw AveChicago, IL 60612","512+S+Washtenaw+AveChicago,+IL+60612",(773) 722-3400,512 S Washtenaw Ave,Chicago,60612
239,Saint Teresa Of Avila Church,"1037 W Armitage AveChicago, IL 60614","1037+W+Armitage+AveChicago,+IL+60614",(773) 528-6650,1037 W Armitage Ave,Chicago,60614
240,Central Assembly Of God,"816 W 31st StChicago, IL 60608","816+W+31st+StChicago,+IL+60608",(312) 326-1818,816 W 31st St,Chicago,60608
241,St. Andrews Missionary Baptist Church,"2701 W Flournoy StChicago, IL 60612","2701+W+Flournoy+StChicago,+IL+60612",(773) 265-5820,2701 W Flournoy St,Chicago,60612
242,Freewill Missionary Baptist Church,"2651 W Roosevelt RdChicago, IL 60608","2651+W+Roosevelt+RdChicago,+IL+60608",(773) 823-9280,2651 W Roosevelt Rd,Chicago,60608
243,Olivet Baptist Church,"3101 S King DrChicago, IL 60616","3101+S+King+DrChicago,+IL+60616",(312) 528-0124,3101 S King Dr,Chicago,60616
244,Good Hope Free Will Baptist Church,"525 S California AveChicago, IL 60612","525+S+California+AveChicago,+IL+60612",(773) 533-9212,525 S California Ave,Chicago,60612
245,Westside Baptist Ministers Conference,"325 S California AveChicago, IL 60612","325+S+California+AveChicago,+IL+60612",(773) 265-7636,325 S California Ave,Chicago,60612
246,Pleasant Grove Baptist Church,"325 S California AveChicago, IL 60612","325+S+California+AveChicago,+IL+60612",(773) 533-0720,325 S California Ave,Chicago,60612
247,New Covenant Church,"2759 W Harrison StChicago, IL 60612","2759+W+Harrison+StChicago,+IL+60612",(773) 823-7628,2759 W Harrison St,Chicago,60612
248,Ling Shen Ching Tze Temple,"1035 W 31st StChicago, IL 60608","1035+W+31st+StChicago,+IL+60608",(773) 927-8807,1035 W 31st St,Chicago,60608
249,Church Mount Bethlehem,"2625 W Ogden AveChicago, IL 60608","2625+W+Ogden+AveChicago,+IL+60608",(773) 521-1700,2625 W Ogden Ave,Chicago,60608
250,The Gospel Room,"2711 W Roosevelt RdChicago, IL 60608","2711+W+Roosevelt+RdChicago,+IL+60608",(773) 801-1294,2711 W Roosevelt Rd,Chicago,60608
251,New Upper Room Baptist Church,"2709 W Roosevelt RdChicago, IL 60608","2709+W+Roosevelt+RdChicago,+IL+60608",(773) 762-6415,2709 W Roosevelt Rd,Chicago,60608
252,True Temple-The Apostolic Fth,"2803 W Warren BlvdChicago, IL 60612","2803+W+Warren+BlvdChicago,+IL+60612",(773) 638-0970,2803 W Warren Blvd,Chicago,60612
253,Revival Fellowship Church Of God In Christ,"2810 W Washington BlvdChicago, IL 60612","2810+W+Washington+BlvdChicago,+IL+60612",(773) 533-4110,2810 W Washington Blvd,Chicago,60612
254,St Barbara School,"2859 S Throop StChicago, IL 60608","2859+S+Throop+StChicago,+IL+60608",(312) 842-7979,2859 S Throop St,Chicago,60608
255,Holy Rosary Parish Center,"604 N Western AveChicago, IL 60612","604+N+Western+AveChicago,+IL+60612",(773) 384-8476,604 N Western Ave,Chicago,60612
256,Greek Orthodox Metropolis of Chicago,"40 E Burton PlChicago, IL 60610","40+E+Burton+PlChicago,+IL+60610",(312) 337-4130,40 E Burton Pl,Chicago,60610
257,Jackson Boulevard Christian,"2413 W Jackson BlvdChicago, IL 60612","2413+W+Jackson+BlvdChicago,+IL+60612",(312) 733-1547,2413 W Jackson Blvd,Chicago,60612
258,Iglesia De Dios Septimo Dia,"2235 S Damen AveChicago, IL 60608","2235+S+Damen+AveChicago,+IL+60608",(773) 247-1628,2235 S Damen Ave,Chicago,60608
259,Chinese Christian Union Church,"3000 S Wallace StChicago, IL 60616","3000+S+Wallace+StChicago,+IL+60616",(312) 225-5564,3000 S Wallace St,Chicago,60616
260,Christ The Mediator Lutheran Church,"3100 S Calumet AveChicago, IL 60616","3100+S+Calumet+AveChicago,+IL+60616",(312) 225-2257,3100 S Calumet Ave,Chicago,60616
261,Immaculate Conception,"1431 N North Park AveChicago, IL 60610","1431+N+North+Park+AveChicago,+IL+60610",(312) 944-0304,1431 N North Park Ave,Chicago,60610
262,St Michael's,"458 W Eugenie StChicago, IL 60614","458+W+Eugenie+StChicago,+IL+60614",(312) 664-1511,458 W Eugenie St,Chicago,60614
263,Chicago International Evangelical Church,"2304 W Taylor StChicago, IL 60612","2304+W+Taylor+StChicago,+IL+60612",(312) 226-8026,2304 W Taylor St,Chicago,60612
264,Landmark Baptist Church,"2700 W Wilcox StChicago, IL 60612","2700+W+Wilcox+StChicago,+IL+60612",(773) 722-7555,2700 W Wilcox St,Chicago,60612
265,Archdiocese of Chicago Pastoral Centers,"2956 S Lowe AveChicago, IL 60616","2956+S+Lowe+AveChicago,+IL+60616",(312) 842-1039,2956 S Lowe Ave,Chicago,60616
266,One Hope United,"514 W 31st StChicago, IL 60616","514+W+31st+StChicago,+IL+60616",(312) 949-1168,514 W 31st St,Chicago,60616
267,St Clement Church,"642 W Deming PlChicago, IL 60614","642+W+Deming+PlChicago,+IL+60614",(773) 281-0371,642 W Deming Pl,Chicago,60614
268,Westside Center Of Truth,"W Ogden AveChicago, IL 60623","W+Ogden+AveChicago,+IL+60623",(773) 762-5437,W Ogden Ave,Chicago,60623
269,Greater Holy Temple Church-God,"246 N California AveChicago, IL 60612","246+N+California+AveChicago,+IL+60612",(773) 722-9430,246 N California Ave,Chicago,60612
270,Pilgrim Baptist Church,"3300 S Indiana AveChicago, IL 60616","3300+S+Indiana+AveChicago,+IL+60616",(312) 842-4417,3300 S Indiana Ave,Chicago,60616
271,Holy Covenant Church,"925 W Diversey PkwyChicago, IL 60614","925+W+Diversey+PkwyChicago,+IL+60614",(773) 528-6462,925 W Diversey Pkwy,Chicago,60614
272,Christ The King Lutheran Church & School,"3701 S Lake Park AveChicago, IL 60653","3701+S+Lake+Park+AveChicago,+IL+60653",(224) 541-5019,3701 S Lake Park Ave,Chicago,60653
273,El Shaddal Church New Beginings,"3509 W Chicago AveChicago, IL 60651","3509+W+Chicago+AveChicago,+IL+60651",(773) 823-7296,3509 W Chicago Ave,Chicago,60651
274,New Mt Zion Church,"1134 S Francisco AveChicago, IL 60612","1134+S+Francisco+AveChicago,+IL+60612",(773) 722-8906,1134 S Francisco Ave,Chicago,60612
275,Lord of Host M B Church,"3439 W Chicago AveChicago, IL 60651","3439+W+Chicago+AveChicago,+IL+60651",(773) 533-3186,3439 W Chicago Ave,Chicago,60651
276,St Mark's Church,"1048 N Campbell AveChicago, IL 60622","1048+N+Campbell+AveChicago,+IL+60622",(773) 342-1516,1048 N Campbell Ave,Chicago,60622
277,Holy Cross Lutheran Church,"3116 S Racine AveChicago, IL 60608","3116+S+Racine+AveChicago,+IL+60608",(773) 523-3838,3116 S Racine Ave,Chicago,60608
278,Christian Fellowship Flock,"2435 W Division StChicago, IL 60622","2435+W+Division+StChicago,+IL+60622",(773) 772-1141,2435 W Division St,Chicago,60622
279,New Life Ministries,"2854 W Van Buren StChicago, IL 60612","2854+W+Van+Buren+StChicago,+IL+60612",(773) 696-9532,2854 W Van Buren St,Chicago,60612
280,St Mary of Perpetual Help Ch,"1039 W 32nd StChicago, IL 60608","1039+W+32nd+StChicago,+IL+60608",(773) 927-6646,1039 W 32nd St,Chicago,60608
281,St. Mary of the Angels,"1850 N Hermitage AveChicago, IL 60622","1850+N+Hermitage+AveChicago,+IL+60622",(773) 278-2644,1850 N Hermitage Ave,Chicago,60622
282,Healing Temple Church-God-Christ,"1330 S Fairfield AveChicago, IL 60608","1330+S+Fairfield+AveChicago,+IL+60608",(773) 475-7764,1330 S Fairfield Ave,Chicago,60608
283,Shekinah Glory Full Gospel Church,"2436 W Division StChicago, IL 60622","2436+W+Division+StChicago,+IL+60622",(773) 292-5180,2436 W Division St,Chicago,60622
284,New Greater Exodus Missionary Baptist Church,"2900 W Adams StChicago, IL 60612","2900+W+Adams+StChicago,+IL+60612",(773) 826-8490,2900 W Adams St,Chicago,60612
285,St. Joseph Missionary Baptist Church,"2901 W Monroe StChicago, IL 60612","2901+W+Monroe+StChicago,+IL+60612",(773) 722-2002,2901 W Monroe St,Chicago,60612
286,St. Vincent De Paul Church,"1010 W Webster AveChicago, IL 60614","1010+W+Webster+AveChicago,+IL+60614",(773) 325-8610,1010 W Webster Ave,Chicago,60614
287,The Moody Church,"1635 N La Salle DrChicago, IL 60614","1635+N+La+Salle+DrChicago,+IL+60614",(312) 327-8600,1635 N La Salle Dr,Chicago,60614
288,Our Lady of Vilna Convent,"3307 S Union AveChicago, IL 60616","3307+S+Union+AveChicago,+IL+60616",(773) 376-0588,3307 S Union Ave,Chicago,60616
289,Christ's Vineyard,"2716 W Chicago AveChicago, IL 60622","2716+W+Chicago+AveChicago,+IL+60622",(773) 227-1538,2716 W Chicago Ave,Chicago,60622
290,Holy Trinity Church,"2836 W Roosevelt RdChicago, IL 60612","2836+W+Roosevelt+RdChicago,+IL+60612",(773) 826-1307,2836 W Roosevelt Rd,Chicago,60612
291,City Of Abundant Life,"2836 W Roosevelt RdChicago, IL 60612","2836+W+Roosevelt+RdChicago,+IL+60612",(773) 321-9054,2836 W Roosevelt Rd,Chicago,60612
292,Sure Fondation Missionary Baptist Church,"1300 N Artesian AveChicago, IL 60622","1300+N+Artesian+AveChicago,+IL+60622",(773) 252-5323,1300 N Artesian Ave,Chicago,60622
293,Eternal Life International Ministries,"2928 W Madison StChicago, IL 60612","2928+W+Madison+StChicago,+IL+60612",(773) 826-9477,2928 W Madison St,Chicago,60612
294,Ukrainian Autocepholous Orthodox Cathedral,"900 N Washtenaw AveChicago, IL 60622","900+N+Washtenaw+AveChicago,+IL+60622",(773) 252-2350,900 N Washtenaw Ave,Chicago,60622
295,Saint Aloysius Parish,"2300 W Le Moyne StChicago, IL 60622","2300+W+Le+Moyne+StChicago,+IL+60622",(773) 278-4808,2300 W Le Moyne St,Chicago,60622
296,New Life In Christ Ministries,"2930 W Flournoy StChicago, IL 60612","2930+W+Flournoy+StChicago,+IL+60612",(773) 722-5338,2930 W Flournoy St,Chicago,60612
