,id,name,Address1,Address2,PHONE,street,city,zipcode,state,affili
3321,3340,apostolic faith church,"7100 w 112th stworth, il 60482","7100+w+112th+stworth,+il+60482",(708) 608-8083,7100 w 112th st,worth,60482,il,
3329,3348,church of christ,"11512 s normandy aveworth, il 60482","11512+s+normandy+aveworth,+il+60482",(708) 361-4230,11512 s normandy ave,worth,60482,il,
4276,4372,midwest hanmi presbytry,"9815 capitol drwheeling, il 60090","9815+capitol+drwheeling,+il+60090",(847) 419-9191,9815 capitol dr,wheeling,60090,il,
4277,4373,grace presbyterian church,"4000 capitol drwheeling, il 60090","4000+capitol+drwheeling,+il+60090",(847) 243-2511,4000 capitol dr,wheeling,60090,il,
4280,4376,promise fulfillment community church,"5260 capitol drwheeling, il 60090","5260+capitol+drwheeling,+il+60090",(847) 243-8623,5260 capitol dr,wheeling,60090,il,
4288,4384,first korean united methodist church,"655 e hintz rdwheeling, il 60090","655+e+hintz+rdwheeling,+il+60090",(847) 541-9538,655 e hintz rd,wheeling,60090,il,
4289,4385,northfield korean presbyterian church,"380 w palatine rd ste 1wheeling, il 60090","380+w+palatine+rd+ste+1wheeling,+il+60090",(847) 808-5700,380 w palatine rd ste 1,wheeling,60090,il,
4311,4407,revival international,"360 wille avewheeling, il 60090","360+wille+avewheeling,+il+60090",(224) 548-9269,360 wille ave,wheeling,60090,il,
4316,4412,evergreen presbyterian church,"196 highland avewheeling, il 60090","196+highland+avewheeling,+il+60090",(847) 537-4449,196 highland ave,wheeling,60090,il,
4325,4421,antioch bible church,"480 s elmhurst rdwheeling, il 60090","480+s+elmhurst+rdwheeling,+il+60090",(847) 537-9632,480 s elmhurst rd,wheeling,60090,il,
4332,4428,our saviour evangelical free church,"300 schoenbeck rdwheeling, il 60090","300+schoenbeck+rdwheeling,+il+60090",(847) 459-4440,300 schoenbeck rd,wheeling,60090,il,
4377,4473,korean christian reformed church,"850 jenkins ctwheeling, il 60090","850+jenkins+ctwheeling,+il+60090",(847) 808-8202,850 jenkins ct,wheeling,60090,il,
4391,4487,saint joseph the worker church,"181 w dundee rdwheeling, il 60090","181+w+dundee+rdwheeling,+il+60090",(847) 537-2740,181 w dundee rd,wheeling,60090,il,
4507,4603,calvary presbyterian chr,"704 mchenry rdwheeling, il 60090","704+mchenry+rdwheeling,+il+60090",(847) 459-3080,704 mchenry rd,wheeling,60090,il,
4510,4606,cec,"704 mchenry rdwheeling, il 60090","704+mchenry+rdwheeling,+il+60090",(224) 676-1462,704 mchenry rd,wheeling,60090,il,
2678,2678,divine redeemer presbyterian church,"7950 s cicero aveburbank, il 60459","7950+s+cicero+aveburbank,+il+60459",(773) 396-2600,7950 s cicero ave,burbank,60459,il,presbyterian
3215,3234,jordan baptist school,"5040 w 87th stburbank, il 60459","5040+w+87th+stburbank,+il+60459",(708) 636-8635,5040 w 87th st,burbank,60459,il,
3221,3240,archangel michael orthodox church,"5037 w 83rd stburbank, il 60459","5037+w+83rd+stburbank,+il+60459",(708) 423-2441,5037 w 83rd st,burbank,60459,il,
3224,3243,first baptist church,"7958 leclaire aveburbank, il 60459","7958+leclaire+aveburbank,+il+60459",(708) 424-8504,7958 leclaire ave,burbank,60459,il,
3232,3251,harvest time worship center,"8420 narragansett aveburbank, il 60459","8420+narragansett+aveburbank,+il+60459",(708) 576-8570,8420 narragansett ave,burbank,60459,il,
3291,3310,holy trinity lutheran church,"8659 sayre aveburbank, il 60459","8659+sayre+aveburbank,+il+60459",(708) 598-8070,8659 sayre ave,burbank,60459,il,
3296,3315,burbank manor presbyterian church,"7950 central aveburbank, il 60459","7950+central+aveburbank,+il+60459",(708) 424-7181,7950 central ave,burbank,60459,il,
3319,3338,seventh-day adventist church,"8351 new castle aveburbank, il 60459","8351+new+castle+aveburbank,+il+60459",(708) 598-5775,8351 new castle ave,burbank,60459,il,
3365,3384,apostolic faith church,"5502 w 84th stburbank, il 60459","5502+w+84th+stburbank,+il+60459",(708) 346-9549,5502 w 84th st,burbank,60459,il,
3384,3403,st albert the great school,"5535 state rdburbank, il 60459","5535+state+rdburbank,+il+60459",(708) 424-7757,5535 state rd,burbank,60459,il,pentecostal
3385,3404,first church of christ scientist,"5620 w 80th stburbank, il 60459","5620+w+80th+stburbank,+il+60459",(708) 634-3997,5620 w 80th st,burbank,60459,il,
3387,3406,greenwood hills baptist,"8310 state rdburbank, il 60459","8310+state+rdburbank,+il+60459",(708) 636-5748,8310 state rd,burbank,60459,il,
3481,3500,our savior lutheran church,"8607 narragansett aveburbank, il 60459","8607+narragansett+aveburbank,+il+60459",(708) 599-4780,8607 narragansett ave,burbank,60459,il,
3518,3537,crossroads assembly of god,"8461 state rdburbank, il 60459","8461+state+rdburbank,+il+60459",(708) 599-8688,8461 state rd,burbank,60459,il,
3522,3541,immanuel christian reformed church,"8302 normandy aveburbank, il 60459","8302+normandy+aveburbank,+il+60459",(708) 599-5335,8302 normandy ave,burbank,60459,il,
3581,3600,our mother of good counsel,"16043 s bell rdhomer glen, il 60491","16043+s+bell+rdhomer+glen,+il+60491",(708) 301-6246,16043 s bell rd,homer glen,60491,il,
3598,3617,eagle rock community church,"14367 w 159th sthomer glen, il 60491","14367+w+159th+sthomer+glen,+il+60491",(708) 301-1900,14367 w 159th st,homer glen,60491,il,
3861,3880,st bernard catholic church,"13030 w 143rd sthomer glen, il 60491","13030+w+143rd+sthomer+glen,+il+60491",(708) 301-3020,13030 w 143rd st,homer glen,60491,il,
3885,3904,assumption church,"15625 s bell rdhomer glen, il 60491","15625+s+bell+rdhomer+glen,+il+60491",(708) 645-0652,15625 s bell rd,homer glen,60491,il,
3951,3970,parkview christian church,"14367 w 159th sthomer glen, il 60491","14367+w+159th+sthomer+glen,+il+60491",(708) 301-3312,14367 w 159th st,homer glen,60491,il,
3963,3982,annunciation byzantine catholic church,"14610 s will cook rdhomer glen, il 60491","14610+s+will+cook+rdhomer+glen,+il+60491",(708) 645-0241,14610 s will cook rd,homer glen,60491,il,
4058,4077,st bernard's religious education center,"14724 s arboretum drhomer glen, il 60491","14724+s+arboretum+drhomer+glen,+il+60491",(708) 301-6952,14724 s arboretum dr,homer glen,60491,il,
4618,4714,cross of glory lutheran church,"14719 w 163rd sthomer glen, il 60491","14719+w+163rd+sthomer+glen,+il+60491",(708) 301-6998,14719 w 163rd st,homer glen,60491,il,
4196,4292,new lords church,"407 n main stmount prospect, il 60056","407+n+main+stmount+prospect,+il+60056",(847) 212-0632,407 n main st,mount prospect,60056,il,
4202,4298,life community church,"1500 e central rdmount prospect, il 60056","1500+e+central+rdmount+prospect,+il+60056",(847) 296-3242,1500 e central rd,mount prospect,60056,il,
4203,4299,the south church,"501 s emerson stmount prospect, il 60056","501+s+emerson+stmount+prospect,+il+60056",(847) 253-0501,501 s emerson st,mount prospect,60056,il,
4204,4300,saint paul lutheran church,"100 s school stmount prospect, il 60056","100+s+school+stmount+prospect,+il+60056",(847) 255-0332,100 s school st,mount prospect,60056,il,
4205,4301,lutheran church-martha & mary,"606 w golf rdmount prospect, il 60056","606+w+golf+rdmount+prospect,+il+60056",(847) 259-2568,606 w golf rd,mount prospect,60056,il,
4209,4305,northwest assembly of god,"900 n wolf rdmount prospect, il 60056","900+n+wolf+rdmount+prospect,+il+60056",(847) 299-2400,900 n wolf rd,mount prospect,60056,il,
4230,4326,community presbyterian church,"407 n main stmount prospect, il 60056","407+n+main+stmount+prospect,+il+60056",(847) 392-3111,407 n main st,mount prospect,60056,il,
4231,4327,northwest covenant church,"300 n elmhurst avemount prospect, il 60056","300+n+elmhurst+avemount+prospect,+il+60056",(847) 255-4671,300 n elmhurst ave,mount prospect,60056,il,
4232,4328,mount prospect bible church,"505 w golf rdmount prospect, il 60056","505+w+golf+rdmount+prospect,+il+60056",(847) 439-3337,505 w golf rd,mount prospect,60056,il,
4244,4340,gloria dei presbyterian,"137 e morrison avemount prospect, il 60056","137+e+morrison+avemount+prospect,+il+60056",(847) 376-5464,137 e morrison ave,mount prospect,60056,il,
4246,4342,st emily,"1400 e central rdmount prospect, il 60056","1400+e+central+rdmount+prospect,+il+60056",(630) 824-5049,1400 e central rd,mount prospect,60056,il,
4247,4343,st emily school,"1400 e central rdmount prospect, il 60056","1400+e+central+rdmount+prospect,+il+60056",(847) 296-3490,1400 e central rd,mount prospect,60056,il,
4250,4346,chicago indian church assembly of god,"900 n wolf rdmount prospect, il 60056","900+n+wolf+rdmount+prospect,+il+60056",(847) 477-8776,900 n wolf rd,mount prospect,60056,il,
4251,4347,embassy,"505 w golf rdmount prospect, il 60056","505+w+golf+rdmount+prospect,+il+60056",(847) 496-0266,505 w golf rd,mount prospect,60056,il,
4252,4348,matrix scientist,"1061 feehanville drmount prospect, il 60056","1061+feehanville+drmount+prospect,+il+60056",(847) 699-0161,1061 feehanville dr,mount prospect,60056,il,
4253,4349,chicago assembly of god,"618 e golf rdmount prospect, il 60056","618+e+golf+rdmount+prospect,+il+60056",(847) 255-2440,618 e golf rd,mount prospect,60056,il,
4254,4350,trinity united methodist church,"605 w golf rdmount prospect, il 60056","605+w+golf+rdmount+prospect,+il+60056",(847) 439-0950,605 w golf rd,mount prospect,60056,il,
4255,4351,immanuel bible church,"1100 s linneman rd ste bmount prospect, il 60056","1100+s+linneman+rd+ste+bmount+prospect,+il+60056",(847) 290-8074,1100 s linneman rd ste b,mount prospect,60056,il,
4256,4352,armenian evangelical church,"905 w golf rdmount prospect, il 60056","905+w+golf+rdmount+prospect,+il+60056",(847) 758-7188,905 w golf rd,mount prospect,60056,il,
4258,4354,st mark lutheran church,"200 s wille stmount prospect, il 60056","200+s+wille+stmount+prospect,+il+60056",(847) 253-0631,200 s wille st,mount prospect,60056,il,
4259,4355,st mark preschool and enrichment center,"200 s wille stmount prospect, il 60056","200+s+wille+stmount+prospect,+il+60056",(847) 873-1110,200 s wille st,mount prospect,60056,il,
4260,4356,st raymond school,"300 s elmhurst avemount prospect, il 60056","300+s+elmhurst+avemount+prospect,+il+60056",(847) 253-8555,300 s elmhurst ave,mount prospect,60056,il,
4261,4357,grace evangelical lutheran church,"1624 e euclid avemount prospect, il 60056","1624+e+euclid+avemount+prospect,+il+60056",(847) 824-7408,1624 e euclid ave,mount prospect,60056,il,
4262,4358,christian life college,"400 e gregory stmount prospect, il 60056","400+e+gregory+stmount+prospect,+il+60056",(847) 259-1840,400 e gregory st,mount prospect,60056,il,
4263,4359,evergreen community church,"200 n main stmount prospect, il 60056","200+n+main+stmount+prospect,+il+60056",(847) 942-1671,200 n main st,mount prospect,60056,il,
4264,4360,community presby church parents day out program,"407 n main stmount prospect, il 60056","407+n+main+stmount+prospect,+il+60056",(847) 253-2592,407 n main st,mount prospect,60056,il,
4273,4369,tason community church,"1750 w central rdmount prospect, il 60056","1750+w+central+rdmount+prospect,+il+60056",(847) 749-3287,1750 w central rd,mount prospect,60056,il,
4356,4452,d d m b a chicago chapter,"1234 n river rdmount prospect, il 60056","1234+n+river+rdmount+prospect,+il+60056",(847) 824-6882,1234 n river rd,mount prospect,60056,il,
4359,4455,saint cecilia parish,"700 s meier rdmount prospect, il 60056","700+s+meier+rdmount+prospect,+il+60056",(847) 437-6208,700 s meier rd,mount prospect,60056,il,christian
4369,4465,mount prospect int church of the nazarene,"1501 s linneman rdmount prospect, il 60056","1501+s+linneman+rdmount+prospect,+il+60056",(847) 437-6335,1501 s linneman rd,mount prospect,60056,il,christian
4370,4466,rissho kosei-kai church of chgo,"1 w euclid avemount prospect, il 60056","1+w+euclid+avemount+prospect,+il+60056",(847) 394-0809,1 w euclid ave,mount prospect,60056,il,
4383,4479,st. john lutheran church,"1100 s linneman rdmount prospect, il 60056","1100+s+linneman+rdmount+prospect,+il+60056",(847) 593-7670,1100 s linneman rd,mount prospect,60056,il,
4384,4480,st johns episcopal church,"200 n main stmount prospect, il 60056","200+n+main+stmount+prospect,+il+60056",(847) 392-1700,200 n main st,mount prospect,60056,il,
4389,4485,saint thomas becket church,"1321 n burning bush lnmount prospect, il 60056","1321+n+burning+bush+lnmount+prospect,+il+60056",(847) 827-9220,1321 n burning bush ln,mount prospect,60056,il,
4392,4488,st raymonds church,"301 s i oka avemount prospect, il 60056","301+s+i+oka+avemount+prospect,+il+60056",(847) 253-8600,301 s i oka ave,mount prospect,60056,il,
3610,3629,united church of christ-il,"15w100 plainfield rdburr ridge, il 60527","15w100+plainfield+rdburr+ridge,+il+60527",(630) 654-4544,15w100 plainfield rd,burr ridge,60527,il,
3766,3785,st helena's episcopal,"7600 wolf rdburr ridge, il 60527","7600+wolf+rdburr+ridge,+il+60527",(708) 784-6284,7600 wolf rd,burr ridge,60527,il,
3769,3788,board of stewardship,"11500 german church rdburr ridge, il 60527","11500+german+church+rdburr+ridge,+il+60527",(708) 839-1200,11500 german church rd,burr ridge,60527,il,
3798,3817,st mark coptic orthodox church of chicago,"15w455 91st stburr ridge, il 60527","15w455+91st+stburr+ridge,+il+60527",(630) 655-3468,15w455 91st st,burr ridge,60527,il,
3827,3846,all nations fellowship sda,"15w100 plainfield rdburr ridge, il 60527","15w100+plainfield+rdburr+ridge,+il+60527",(630) 964-4626,15w100 plainfield rd,burr ridge,60527,il,
3974,3993,fellowship for interpretation of genomes,"15w155 81st stburr ridge, il 60527","15w155+81st+stburr+ridge,+il+60527",(630) 325-4178,15w155 81st st,burr ridge,60527,il,
3996,4015,saint peter & paul orthodox,"6980 s county line rdburr ridge, il 60527","6980+s+county+line+rdburr+ridge,+il+60527",(630) 323-3525,6980 s county line rd,burr ridge,60527,il,
4052,4071,trinity lutheran,"11503 german church rdburr ridge, il 60527","11503+german+church+rdburr+ridge,+il+60527",(708) 839-1444,11503 german church rd,burr ridge,60527,il,
4099,4118,zoroastrian center of chicago,"8615 meadowbrook drburr ridge, il 60527","8615+meadowbrook+drburr+ridge,+il+60527",(630) 789-1983,8615 meadowbrook dr,burr ridge,60527,il,
3512,3531,hickory hills presbyterian church,"8426 w 95th sthickory hills, il 60457","8426+w+95th+sthickory+hills,+il+60457",(708) 598-3100,8426 w 95th st,hickory hills,60457,il,
3527,3546,jesus name pentecostal church,"8747 s roberts rdhickory hills, il 60457","8747+s+roberts+rdhickory+hills,+il+60457",(708) 599-0331,8747 s roberts rd,hickory hills,60457,il,
3528,3547,pilgrim m b church,"8200 w 91st sthickory hills, il 60457","8200+w+91st+sthickory+hills,+il+60457",(708) 237-3780,8200 w 91st st,hickory hills,60457,il,
3557,3576,steeple hill christian life center,"9000 w 87th sthickory hills, il 60457","9000+w+87th+sthickory+hills,+il+60457",(708) 330-5252,9000 w 87th st,hickory hills,60457,il,
3637,3656,st patricia,"8600 w 89th sthickory hills, il 60457","8600+w+89th+sthickory+hills,+il+60457",(708) 598-5232,8600 w 89th st,hickory hills,60457,il,
3682,3701,st patricia,"9050 s 86th avehickory hills, il 60457","9050+s+86th+avehickory+hills,+il+60457",(708) 598-5222,9050 s 86th ave,hickory hills,60457,il,
3683,3702,st patricia school,"9000 s 86th avehickory hills, il 60457","9000+s+86th+avehickory+hills,+il+60457",(708) 598-8200,9000 s 86th ave,hickory hills,60457,il,
2755,2774,harvest temple church of god in,"705 howard stevanston, il 60202","705+howard+stevanston,+il+60202",(847) 563-8122,705 howard st,evanston,60202,il,
2756,2775,sephardic congregation,"1819 howard stevanston, il 60202","1819+howard+stevanston,+il+60202",(847) 475-7707,1819 howard st,evanston,60202,il,
2757,2776,vineyard christian fellowship,"2401 brummel stevanston, il 60202","2401+brummel+stevanston,+il+60202",(847) 328-4533,2401 brummel st,evanston,60202,il,
2758,2777,jewish reconstructionist congregation,"303 dodge aveevanston, il 60202","303+dodge+aveevanston,+il+60202",(847) 328-7678,303 dodge ave,evanston,60202,il,
2759,2778,hope,"326 callan aveevanston, il 60202","326+callan+aveevanston,+il+60202",(847) 733-0321,326 callan ave,evanston,60202,il,
2760,2779,blessing church of god,"1226 austin stevanston, il 60202","1226+austin+stevanston,+il+60202",(847) 492-1897,1226 austin st,evanston,60202,il,
2761,2780,yhwh and yeshus's temple inc,"725 howard stevanston, il 60202","725+howard+stevanston,+il+60202",(847) 864-2533,725 howard st,evanston,60202,il,
2762,2781,vineyard christian church,"2495 howard stevanston, il 60202","2495+howard+stevanston,+il+60202",(847) 328-4544,2495 howard st,evanston,60202,il,
